Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season,Year,Week_of_Year
2022-07-11,1850,Extralube Eye Drop,Ophthalmic,15,206.89,3103.35,Monday,False,7,Monsoon,2022,28
2022-07-11,8403,Rifakem 200 Tablet,Gastrointestinal,28,336.03,9408.84,Monday,False,7,Monsoon,2022,28
2022-07-11,4469,Levokast Tablet,Antipyretic,33,165.54,5462.82,Monday,False,7,Monsoon,2022,28
2022-07-11,6747,Nexsart 80 Tablet,Cardiovascular,8,63.88,511.04,Monday,False,7,Monsoon,2022,28
2022-07-11,5924,Myophage Tablet SR,Other,13,247.04,3211.52,Monday,False,7,Monsoon,2022,28
2022-07-11,6798,Omnacortil 20 Tablet DT,Antihistamine,20,255.64,5112.8,Monday,False,7,Monsoon,2022,28
2022-07-11,3583,Hyaluron 200mg Tablet,Anti-inflammatory,26,272.17,7076.42,Monday,False,7,Monsoon,2022,28
2022-07-11,2069,Eticort 6 Tablet,Anti-inflammatory,13,35.06,455.78,Monday,False,7,Monsoon,2022,28
2022-07-11,9129,Solvin-EX Expectorant Passion Fruit Sugar Free,Respiratory,42,153.94,6465.48,Monday,False,7,Monsoon,2022,28
2022-07-11,2418,Flacort 6mg Tablet,Anti-inflammatory,24,392.62,9422.88,Monday,False,7,Monsoon,2022,28
2022-07-11,11675,Zonasoft Eye Drop,Ophthalmic,30,70.85,2125.5,Monday,False,7,Monsoon,2022,28
2022-07-11,9840,Tacmod Forte Ointment,Dermatological,24,94.2,2260.8,Monday,False,7,Monsoon,2022,28
2022-07-11,1712,Dicovis-GM Tablet,Anti-inflammatory,9,154.25,1388.25,Monday,False,7,Monsoon,2022,28
2022-07-11,7247,Oxuba Capsule,Anti-inflammatory,13,452.87,5887.31,Monday,False,7,Monsoon,2022,28
2022-07-11,1176,Brutaflam-MR 4 Tablet,Analgesic,9,44.36,399.24,Monday,False,7,Monsoon,2022,28
2022-07-11,3071,Gonablok 100 Capsule,Analgesic,18,48.5,873.0,Monday,False,7,Monsoon,2022,28
2022-07-11,1939,Enam 5 Tablet,Cardiovascular,22,456.48,10042.56,Monday,False,7,Monsoon,2022,28
2022-07-11,759,Aquaray Eye Drop,Ophthalmic,17,409.6,6963.2,Monday,False,7,Monsoon,2022,28
2022-07-11,8467,Redimard 25mg Tablet,Anti-inflammatory,26,427.14,11105.64,Monday,False,7,Monsoon,2022,28
2022-07-11,5700,Mesalo Foam,Gastrointestinal,14,144.23,2019.22,Monday,False,7,Monsoon,2022,28
2022-07-12,4924,Lycomerve Capsule,Supplement,25,35.96,899.0,Tuesday,False,7,Monsoon,2022,28
2022-07-12,433,Aprezo 20 Tablet,Dermatological,11,314.08,3454.88,Tuesday,False,7,Monsoon,2022,28
2022-07-12,8507,Romilast L 5 Tablet,Antipyretic,4,233.78,935.12,Tuesday,False,7,Monsoon,2022,28
2022-07-12,3535,Hydroeyes HS Eye Drop,Ophthalmic,9,188.42,1695.78,Tuesday,False,7,Monsoon,2022,28
2022-07-12,4624,Laxitol Husk  Granules Sugar Free,Gastrointestinal,23,494.2,11366.6,Tuesday,False,7,Monsoon,2022,28
2022-07-12,3401,Humalog Mix 25 100IU/ml Cartridge,Antidiabetic,21,232.43,4881.03,Tuesday,False,7,Monsoon,2022,28
2022-07-12,3981,Jubira 10 Tablet,Cardiovascular,22,45.66,1004.52,Tuesday,False,7,Monsoon,2022,28
2022-07-12,6577,Nicoduce OD 10mg Tablet,Analgesic,34,199.72,6790.48,Tuesday,False,7,Monsoon,2022,28
2022-07-12,2238,Evopin 400 Capsule,Supplement,20,73.11,1462.2,Tuesday,False,7,Monsoon,2022,28
2022-07-12,4267,Lariago-DS Tablet,Other,10,19.39,193.9,Tuesday,False,7,Monsoon,2022,28
2022-07-12,564,Ambrodil-XP Syrup,Respiratory,37,346.6,12824.2,Tuesday,False,7,Monsoon,2022,28
2022-07-12,11446,Zocon 150 Tablet,Antibiotic,18,45.95,827.1,Tuesday,False,7,Monsoon,2022,28
2022-07-12,10964,Ventocore DL Tablet SR,Respiratory,45,301.72,13577.4,Tuesday,False,7,Monsoon,2022,28
2022-07-12,662,Allerkast LC Tablet,Antipyretic,19,376.29,7149.51,Tuesday,False,7,Monsoon,2022,28
2022-07-12,7118,Olsertain-H 40 Tablet,Cardiovascular,8,68.76,550.08,Tuesday,False,7,Monsoon,2022,28
2022-07-12,5407,Momesone Cream,Dermatological,14,498.07,6972.98,Tuesday,False,7,Monsoon,2022,28
2022-07-12,9481,Scaboma Soap,Other,21,289.01,6069.21,Tuesday,False,7,Monsoon,2022,28
2022-07-12,150,Ambrodil-Plus RF Syrup,Respiratory,10,418.32,4183.2,Tuesday,False,7,Monsoon,2022,28
2022-07-12,1461,Darilong 7.5 Tablet PR,Other,14,449.86,6298.04,Tuesday,False,7,Monsoon,2022,28
2022-07-12,10671,Tenzulix Tablet,Antidiabetic,18,105.48,1898.64,Tuesday,False,7,Monsoon,2022,28
2022-07-12,1176,Brutaflam-MR 4 Tablet,Analgesic,19,44.36,842.84,Tuesday,False,7,Monsoon,2022,28
2022-07-12,8178,Remicade Injection,Gastrointestinal,5,235.68,1178.4,Tuesday,False,7,Monsoon,2022,28
2022-07-13,5180,Moisol Eye Drop,Ophthalmic,30,354.56,10636.8,Wednesday,False,7,Monsoon,2022,28
2022-07-13,3131,Gabaloy-NT Tablet,Analgesic,34,162.19,5514.46,Wednesday,False,7,Monsoon,2022,28
2022-07-13,7673,Prolomet XL 100 Tablet,Analgesic,14,480.98,6733.72,Wednesday,False,7,Monsoon,2022,28
2022-07-13,10128,Tryptomer 50mg Tablet,Analgesic,11,167.82,1846.02,Wednesday,False,7,Monsoon,2022,28
2022-07-13,4012,Joypride 400mg Tablet,Other,9,234.28,2108.52,Wednesday,False,7,Monsoon,2022,28
2022-07-13,36,Arachitol 6L Injection,Supplement,19,340.19,6463.61,Wednesday,False,7,Monsoon,2022,28
2022-07-13,6577,Nicoduce OD 10mg Tablet,Analgesic,25,199.72,4993.0,Wednesday,False,7,Monsoon,2022,28
2022-07-13,2731,Fapvir Tablet,Antiviral,17,15.01,255.17,Wednesday,False,7,Monsoon,2022,28
2022-07-13,3742,Irimist Ophthalmic Solution,Ophthalmic,13,178.33,2318.29,Wednesday,False,7,Monsoon,2022,28
2022-07-13,2261,Eudyna Cream,Other,28,219.25,6139.0,Wednesday,False,7,Monsoon,2022,28
2022-07-13,7062,Okacet Cold Total Tablet,Respiratory,11,72.91,802.01,Wednesday,False,7,Monsoon,2022,28
2022-07-13,4536,Lobate M Cream,Antibiotic,54,420.24,22692.96,Wednesday,False,7,Monsoon,2022,28
2022-07-13,2363,Eglucent Kwikpen,Antidiabetic,10,171.39,1713.9,Wednesday,False,7,Monsoon,2022,28
2022-07-13,6040,Melitra 10 Tablet,Other,2,174.81,349.62,Wednesday,False,7,Monsoon,2022,28
2022-07-13,9619,Tazloc 40 Tablet,Cardiovascular,27,427.58,11544.66,Wednesday,False,7,Monsoon,2022,28
2022-07-13,9877,Tricort Tablet,Anti-inflammatory,13,309.14,4018.82,Wednesday,False,7,Monsoon,2022,28
2022-07-13,4287,Laveta M  Tablet,Antipyretic,12,124.83,1497.96,Wednesday,False,7,Monsoon,2022,28
2022-07-13,6342,Newtel-H 40 Tablet,Cardiovascular,3,225.61,676.83,Wednesday,False,7,Monsoon,2022,28
2022-07-13,3076,Gluconorm-Z 80 Tablet,Antidiabetic,1,419.24,419.24,Wednesday,False,7,Monsoon,2022,28
2022-07-13,3966,Jupiros 10 Tablet,Cardiovascular,6,322.08,1932.48,Wednesday,False,7,Monsoon,2022,28
2022-07-13,9160,Solitair Tablet,Antipyretic,24,308.11,7394.64,Wednesday,False,7,Monsoon,2022,28
2022-07-13,1499,Digecaine Oral Gel Fruit Punch Sugar Free,Gastrointestinal,16,351.59,5625.44,Wednesday,False,7,Monsoon,2022,28
2022-07-14,4461,Lazine M Tablet,Antipyretic,21,133.34,2800.14,Thursday,False,7,Monsoon,2022,28
2022-07-14,8542,Rinosolvin 10/5 Tablet,Antipyretic,43,268.98,11566.14,Thursday,False,7,Monsoon,2022,28
2022-07-14,1225,Bilanix Tablet,Antihistamine,32,204.73,6551.36,Thursday,False,7,Monsoon,2022,28
2022-07-14,36,Arachitol 6L Injection,Supplement,22,340.19,7484.18,Thursday,False,7,Monsoon,2022,28
2022-07-14,1499,Digecaine Oral Gel Fruit Punch Sugar Free,Gastrointestinal,17,351.59,5977.03,Thursday,False,7,Monsoon,2022,28
2022-07-14,6941,Osicare Plus Tablet,Anti-inflammatory,15,464.12,6961.8,Thursday,False,7,Monsoon,2022,28
2022-07-14,5007,Lioresal 25 Tablet,Other,15,263.87,3958.05,Thursday,False,7,Monsoon,2022,28
2022-07-14,2731,Fapvir Tablet,Antiviral,7,15.01,105.07,Thursday,False,7,Monsoon,2022,28
2022-07-14,1698,Duopil-HS 2/850 Tablet PR,Antidiabetic,12,104.42,1253.04,Thursday,False,7,Monsoon,2022,28
2022-07-14,6980,Olmetime-AM 20 Tablet,Cardiovascular,9,202.75,1824.75,Thursday,False,7,Monsoon,2022,28
2022-07-14,10062,Torfix Tablet,Gastrointestinal,28,367.12,10279.36,Thursday,False,7,Monsoon,2022,28
2022-07-14,11513,Zoryl M2 Forte Tablet PR,Antidiabetic,16,189.22,3027.52,Thursday,False,7,Monsoon,2022,28
2022-07-14,7010,Odimont-LC Syrup,Antipyretic,18,150.27,2704.86,Thursday,False,7,Monsoon,2022,28
2022-07-14,9185,Storfib 145 Tablet,Cardiovascular,21,393.4,8261.4,Thursday,False,7,Monsoon,2022,28
2022-07-14,8189,Rifagut 550 Tablet,Gastrointestinal,25,488.62,12215.5,Thursday,False,7,Monsoon,2022,28
2022-07-14,5428,Mahacort DZ 6 Tablet,Anti-inflammatory,12,174.88,2098.56,Thursday,False,7,Monsoon,2022,28
2022-07-14,1467,Diprobate RD Cream,Antihistamine,43,71.14,3059.02,Thursday,False,7,Monsoon,2022,28
2022-07-14,4971,Levotiz-M Tablet,Antipyretic,40,236.2,9448.0,Thursday,False,7,Monsoon,2022,28
2022-07-14,759,Aquaray Eye Drop,Ophthalmic,12,409.6,4915.2,Thursday,False,7,Monsoon,2022,28
2022-07-14,7736,Panthol-D Eye Gel,Ophthalmic,4,216.49,865.96,Thursday,False,7,Monsoon,2022,28
2022-07-14,8447,Rituxirel 500mg Injection,Anti-inflammatory,26,243.9,6341.4,Thursday,False,7,Monsoon,2022,28
2022-07-14,3401,Humalog Mix 25 100IU/ml Cartridge,Antidiabetic,19,232.43,4416.17,Thursday,False,7,Monsoon,2022,28
2022-07-14,5288,Montek 10 Tablet,Respiratory,23,10.41,239.43,Thursday,False,7,Monsoon,2022,28
2022-07-14,3386,Halovate Cream,Dermatological,10,275.19,2751.9,Thursday,False,7,Monsoon,2022,28
2022-07-14,2894,Glimda-MV 2 Tablet SR,Antidiabetic,14,349.1,4887.4,Thursday,False,7,Monsoon,2022,28
2022-07-14,618,Atocor 80 Tablet,Cardiovascular,3,86.88,260.64,Thursday,False,7,Monsoon,2022,28
2022-07-14,9613,Teczine Tablet,Antihistamine,41,398.59,16342.19,Thursday,False,7,Monsoon,2022,28
2022-07-14,3535,Hydroeyes HS Eye Drop,Ophthalmic,27,188.42,5087.34,Thursday,False,7,Monsoon,2022,28
2022-07-14,1850,Extralube Eye Drop,Ophthalmic,17,206.89,3517.13,Thursday,False,7,Monsoon,2022,28
2022-07-14,11719,Zucator M 500 Tablet,Antidiabetic,29,268.25,7779.25,Thursday,False,7,Monsoon,2022,28
2022-07-14,2363,Eglucent Kwikpen,Antidiabetic,14,171.39,2399.46,Thursday,False,7,Monsoon,2022,28
2022-07-14,8106,Panopaz 40 Tablet,Respiratory,17,221.33,3762.61,Thursday,False,7,Monsoon,2022,28
2022-07-14,3599,Halofast S Ointment,Dermatological,25,180.87,4521.75,Thursday,False,7,Monsoon,2022,28
2022-07-14,9328,Sucral Kid Oral Suspension,Gastrointestinal,30,438.33,13149.9,Thursday,False,7,Monsoon,2022,28
2022-07-14,457,Acnesol 1% solution,Antibiotic,32,137.55,4401.6,Thursday,False,7,Monsoon,2022,28
2022-07-14,10565,Torbulk Powder,Gastrointestinal,37,332.94,12318.78,Thursday,False,7,Monsoon,2022,28
2022-07-14,8503,Rexite Plus 500 mcg/50 mg/50 mg Injection,Supplement,3,392.94,1178.82,Thursday,False,7,Monsoon,2022,28
2022-07-14,9827,Telista-AM Tablet,Cardiovascular,7,105.43,738.01,Thursday,False,7,Monsoon,2022,28
2022-07-14,4892,Lacoma T  Eye Drop,Cardiovascular,23,301.55,6935.65,Thursday,False,7,Monsoon,2022,28
2022-07-14,6747,Nexsart 80 Tablet,Cardiovascular,17,63.88,1085.96,Thursday,False,7,Monsoon,2022,28
2022-07-14,346,Alcarex Eye Drop,Antihistamine,46,396.84,18254.64,Thursday,False,7,Monsoon,2022,28
2022-07-14,1141,Arthocerin-DG Tablet,Anti-inflammatory,30,24.07,722.1,Thursday,False,7,Monsoon,2022,28
2022-07-14,4631,Lipi EZ 10 Tablet,Cardiovascular,6,218.37,1310.22,Thursday,False,7,Monsoon,2022,28
2022-07-15,7343,Oraeze Mouth Wash Mint,Analgesic,4,89.05,356.2,Friday,False,7,Monsoon,2022,28
2022-07-15,6588,Novaclav 625 Tablet,Antibiotic,10,266.71,2667.1,Friday,False,7,Monsoon,2022,28
2022-07-15,11177,Vylda-M 850 Tablet,Antidiabetic,12,449.37,5392.44,Friday,False,7,Monsoon,2022,28
2022-07-15,11800,Zilenta-M Tablet ER,Antidiabetic,8,135.66,1085.28,Friday,False,7,Monsoon,2022,28
2022-07-15,2197,Eglucent Rapid 100IU/ml Kwikpen,Antidiabetic,4,154.35,617.4,Friday,False,7,Monsoon,2022,28
2022-07-15,6152,Nuhenz Capsule,Supplement,11,259.82,2858.02,Friday,False,7,Monsoon,2022,28
2022-07-15,4770,Lefumide 20 Tablet,Anti-inflammatory,27,282.71,7633.17,Friday,False,7,Monsoon,2022,28
2022-07-15,6616,Nexsart 40 Tablet,Cardiovascular,18,317.75,5719.5,Friday,False,7,Monsoon,2022,28
2022-07-15,3131,Gabaloy-NT Tablet,Analgesic,6,162.19,973.14,Friday,False,7,Monsoon,2022,28
2022-07-15,11063,VitBuz Softgel Capsule,Supplement,15,236.31,3544.65,Friday,False,7,Monsoon,2022,28
2022-07-15,9440,Salista C Ointment,Dermatological,29,490.5,14224.5,Friday,False,7,Monsoon,2022,28
2022-07-15,11206,Vingraf 0.25 Capsule,Other,34,23.46,797.64,Friday,False,7,Monsoon,2022,28
2022-07-15,4749,Livolexin Suspension,Supplement,18,252.29,4541.22,Friday,False,7,Monsoon,2022,28
2022-07-15,1262,Biocof BR Syrup,Respiratory,23,155.64,3579.72,Friday,False,7,Monsoon,2022,28
2022-07-15,346,Alcarex Eye Drop,Antihistamine,9,396.84,3571.56,Friday,False,7,Monsoon,2022,28
2022-07-15,945,Argifizz 1500mg Tablet,Supplement,4,28.42,113.68,Friday,False,7,Monsoon,2022,28
2022-07-15,1851,Etogesic MR Tablet,Analgesic,14,394.84,5527.76,Friday,False,7,Monsoon,2022,28
2022-07-15,8767,Romilast 4mg Tablet,Other,7,114.03,798.21,Friday,False,7,Monsoon,2022,28
2022-07-15,10196,Tendrone 1% Cream,Antihistamine,29,9.07,263.03,Friday,False,7,Monsoon,2022,28
2022-07-15,10990,V D3 Sachet,Supplement,18,425.96,7667.28,Friday,False,7,Monsoon,2022,28
2022-07-15,10580,Tigatel-CH 80mg/12.5mg Tablet,Cardiovascular,16,252.49,4039.84,Friday,False,7,Monsoon,2022,28
2022-07-15,8190,Relent Plus Syrup,Respiratory,28,163.17,4568.76,Friday,False,7,Monsoon,2022,28
2022-07-15,3071,Gonablok 100 Capsule,Analgesic,25,48.5,1212.5,Friday,False,7,Monsoon,2022,28
2022-07-15,8447,Rituxirel 500mg Injection,Anti-inflammatory,21,243.9,5121.9,Friday,False,7,Monsoon,2022,28
2022-07-15,5674,Misty Fresh Eye Drop,Ophthalmic,18,290.12,5222.16,Friday,False,7,Monsoon,2022,28
2022-07-15,1510,D Cort 40mg Injection,Anti-inflammatory,13,186.73,2427.49,Friday,False,7,Monsoon,2022,28
2022-07-15,4854,Lacrisol Eye Drop,Ophthalmic,9,136.42,1227.78,Friday,False,7,Monsoon,2022,28
2022-07-15,8939,Secnil Forte Tablet,Antibiotic,35,412.05,14421.75,Friday,False,7,Monsoon,2022,28
2022-07-15,1175,Brozeet-LS Syrup,Respiratory,19,416.91,7921.29,Friday,False,7,Monsoon,2022,28
2022-07-15,3478,Histakem 120mg Tablet,Antihistamine,32,35.09,1122.88,Friday,False,7,Monsoon,2022,28
2022-07-15,8636,Rem CC LM 5 mg/10 mg Tablet,Antipyretic,23,410.73,9446.79,Friday,False,7,Monsoon,2022,28
2022-07-15,11374,Xoclave 375 Tablet,Antibiotic,47,400.29,18813.63,Friday,False,7,Monsoon,2022,28
2022-07-15,1009,Alphadol 1mcg Soft Gelatin Capsule,Supplement,8,450.49,3603.92,Friday,False,7,Monsoon,2022,28
2022-07-15,7875,Persinal 75IU Injection,Other,28,300.22,8406.16,Friday,False,7,Monsoon,2022,28
2022-07-15,5845,Mesacol CR 500mg Tablet,Gastrointestinal,13,38.97,506.61,Friday,False,7,Monsoon,2022,28
2022-07-15,8131,Q-Car Forte  Tablet,Supplement,4,483.96,1935.84,Friday,False,7,Monsoon,2022,28
2022-07-15,2417,Fexy Oral Suspension,Antihistamine,11,112.47,1237.17,Friday,False,7,Monsoon,2022,28
2022-07-15,4800,Lozivate-MF Ointment,Dermatological,31,333.57,10340.67,Friday,False,7,Monsoon,2022,28
2022-07-15,1435,Cartigen Duo Tablet,Anti-inflammatory,2,199.22,398.44,Friday,False,7,Monsoon,2022,28
2022-07-16,620,Alerfix Tablet,Antihistamine,27,198.36,5355.72,Saturday,True,7,Monsoon,2022,28
2022-07-16,3346,Gloritel AM  40 Tablet,Cardiovascular,7,222.47,1557.29,Saturday,True,7,Monsoon,2022,28
2022-07-16,6614,Novamox 125 DT Tablet,Antibiotic,28,121.31,3396.68,Saturday,True,7,Monsoon,2022,28
2022-07-16,10744,Ulgel Oral Suspension Saunf,Gastrointestinal,21,211.95,4450.95,Saturday,True,7,Monsoon,2022,28
2022-07-16,7471,Pregabid MNT Tablet,Analgesic,1,26.34,26.34,Saturday,True,7,Monsoon,2022,28
2022-07-16,6000,Mataret Cream,Dermatological,13,54.14,703.82,Saturday,True,7,Monsoon,2022,28
2022-07-16,2580,Fabiflu Tablet,Antiviral,6,74.54,447.24,Saturday,True,7,Monsoon,2022,28
2022-07-16,6687,Neosoralen Lotion,Dermatological,8,218.69,1749.52,Saturday,True,7,Monsoon,2022,28
2022-07-16,5649,Mylamin Plus Injection,Supplement,1,465.94,465.94,Saturday,True,7,Monsoon,2022,28
2022-07-16,3937,Itgo-O2 Tablet,Antibiotic,6,316.13,1896.78,Saturday,True,7,Monsoon,2022,28
2022-07-16,2347,Etonow 120 Tablet,Analgesic,1,487.14,487.14,Saturday,True,7,Monsoon,2022,28
2022-07-16,6157,Nicardia Retard 10 Tablet SR,Analgesic,17,292.55,4973.35,Saturday,True,7,Monsoon,2022,28
2022-07-16,6019,Muscobon Tablet,Supplement,18,441.77,7951.86,Saturday,True,7,Monsoon,2022,28
2022-07-16,9866,Toplap Gel,Other,1,226.62,226.62,Saturday,True,7,Monsoon,2022,28
2022-07-16,8754,Rifaclean 200 Tablet,Gastrointestinal,15,463.85,6957.75,Saturday,True,7,Monsoon,2022,28
2022-07-16,9963,Tropicacyl Eye Drop,Ophthalmic,9,409.68,3687.12,Saturday,True,7,Monsoon,2022,28
2022-07-16,364,Aginal-AT Tablet,Cardiovascular,2,312.1,624.2,Saturday,True,7,Monsoon,2022,28
2022-07-16,3851,Iladac L Capsule PR,Gastrointestinal,23,195.57,4498.11,Saturday,True,7,Monsoon,2022,28
2022-07-16,4406,Lubowel 24 Soft Gelatin Capsule,Gastrointestinal,21,367.39,7715.19,Saturday,True,7,Monsoon,2022,28
2022-07-16,10580,Tigatel-CH 80mg/12.5mg Tablet,Cardiovascular,13,252.49,3282.37,Saturday,True,7,Monsoon,2022,28
2022-07-16,4764,Lupibose 62.5 Tablet,Cardiovascular,11,211.98,2331.78,Saturday,True,7,Monsoon,2022,28
2022-07-16,4927,Levokon-M Tablet,Antipyretic,20,300.1,6002.0,Saturday,True,7,Monsoon,2022,28
2022-07-16,10075,Tenolol 50 Tablet,Analgesic,5,228.19,1140.95,Saturday,True,7,Monsoon,2022,28
2022-07-16,5906,Macfast 125 Oral Suspension,Analgesic,13,159.59,2074.67,Saturday,True,7,Monsoon,2022,28
2022-07-16,5428,Mahacort DZ 6 Tablet,Anti-inflammatory,19,174.88,3322.72,Saturday,True,7,Monsoon,2022,28
2022-07-16,5550,Metpure -XL 12.5 Tablet,Analgesic,8,87.96,703.68,Saturday,True,7,Monsoon,2022,28
2022-07-16,10528,Telmed 80 Tablet,Cardiovascular,20,67.24,1344.8,Saturday,True,7,Monsoon,2022,28
2022-07-16,11792,Zeemont 5mg/10mg Tablet,Antipyretic,20,265.91,5318.2,Saturday,True,7,Monsoon,2022,28
2022-07-16,9324,Spafast D 2mg/37.5mg Injection,Analgesic,27,394.73,10657.71,Saturday,True,7,Monsoon,2022,28
2022-07-16,3228,Glaritus 100IU/ml Injection,Antidiabetic,19,248.68,4724.92,Saturday,True,7,Monsoon,2022,28
2022-07-16,11446,Zocon 150 Tablet,Antibiotic,10,45.95,459.5,Saturday,True,7,Monsoon,2022,28
2022-07-16,11283,Winbp-Trio 20 Tablet,Cardiovascular,16,262.82,4205.12,Saturday,True,7,Monsoon,2022,28
2022-07-16,1054,Azukon Tablet,Antidiabetic,21,260.84,5477.64,Saturday,True,7,Monsoon,2022,28
2022-07-16,9459,Sucralrose Suspension Orange Sugar Free,Cardiovascular,12,89.31,1071.72,Saturday,True,7,Monsoon,2022,28
2022-07-16,8309,Rantac Mps Oral Suspension Elaichi Sugar Free,Gastrointestinal,24,302.24,7253.76,Saturday,True,7,Monsoon,2022,28
2022-07-16,3075,Genericart Nifedipine 20mg Tablet SR,Analgesic,18,232.36,4182.48,Saturday,True,7,Monsoon,2022,28
2022-07-16,4941,Levozen M Tablet,Antipyretic,19,110.08,2091.52,Saturday,True,7,Monsoon,2022,28
2022-07-16,11727,Zilos-H Tablet,Cardiovascular,7,154.5,1081.5,Saturday,True,7,Monsoon,2022,28
2022-07-16,4722,Lubrigel Ocular Lubricant,Ophthalmic,21,486.97,10226.37,Saturday,True,7,Monsoon,2022,28
2022-07-16,5487,Metrogyl Compound Plus  Tablet,Gastrointestinal,8,241.48,1931.84,Saturday,True,7,Monsoon,2022,28
2022-07-16,7022,Obimet SR 1gm Tablet,Antidiabetic,4,103.66,414.64,Saturday,True,7,Monsoon,2022,28
2022-07-16,1866,Enzocort 6 Tablet,Anti-inflammatory,1,476.92,476.92,Saturday,True,7,Monsoon,2022,28
2022-07-16,6858,Omnacortil 40 Tablet DT,Antihistamine,8,497.27,3978.16,Saturday,True,7,Monsoon,2022,28
2022-07-16,9186,Sustanon 100 Injection,Other,16,413.34,6613.44,Saturday,True,7,Monsoon,2022,28
2022-07-16,8204,Refresh Liquigel Eye Drop,Ophthalmic,16,285.66,4570.56,Saturday,True,7,Monsoon,2022,28
2022-07-16,7393,Pyridium 200 Tablet,Analgesic,22,68.89,1515.58,Saturday,True,7,Monsoon,2022,28
2022-07-16,3174,Galop 5 Tablet,Other,8,271.7,2173.6,Saturday,True,7,Monsoon,2022,28
2022-07-16,4798,Lezyncet-M Tablet,Antipyretic,16,160.4,2566.4,Saturday,True,7,Monsoon,2022,28
2022-07-17,6518,Novamox Paediatric Drops,Antibiotic,19,408.77,7766.63,Sunday,True,7,Monsoon,2022,28
2022-07-17,4473,Loratin 10mg Tablet,Antihistamine,27,258.76,6986.52,Sunday,True,7,Monsoon,2022,28
2022-07-17,5758,Mprol AM 5mg/50mg Tablet,Cardiovascular,4,385.54,1542.16,Sunday,True,7,Monsoon,2022,28
2022-07-17,2233,Eco Tears XL Eye Drop,Ophthalmic,11,382.64,4209.04,Sunday,True,7,Monsoon,2022,28
2022-07-17,391,Aquasurge  Max Eye Drop,Ophthalmic,13,7.48,97.24,Sunday,True,7,Monsoon,2022,28
2022-07-17,5007,Lioresal 25 Tablet,Other,15,263.87,3958.05,Sunday,True,7,Monsoon,2022,28
2022-07-17,4635,Loy D3 Capsule,Supplement,20,462.47,9249.4,Sunday,True,7,Monsoon,2022,28
2022-07-17,8606,Rabifast-XL Capsule PR,Respiratory,36,40.41,1454.76,Sunday,True,7,Monsoon,2022,28
2022-07-17,3174,Galop 5 Tablet,Other,4,271.7,1086.8,Sunday,True,7,Monsoon,2022,28
2022-07-17,7567,Piclin Plus Oral Suspension Sugar Free,Gastrointestinal,28,57.81,1618.68,Sunday,True,7,Monsoon,2022,28
2022-07-17,7777,Patadin Tablet,Antihistamine,26,197.1,5124.6,Sunday,True,7,Monsoon,2022,28
2022-07-17,8204,Refresh Liquigel Eye Drop,Ophthalmic,10,285.66,2856.6,Sunday,True,7,Monsoon,2022,28
2022-07-17,10242,Trustiva Tablet,Antibiotic,32,464.21,14854.72,Sunday,True,7,Monsoon,2022,28
2022-07-17,11231,Wysolone 10 Tablet DT,Antihistamine,22,19.88,437.36,Sunday,True,7,Monsoon,2022,28
2022-07-17,1140,Arthocerin-DG Tablet,Anti-inflammatory,14,360.7,5049.8,Sunday,True,7,Monsoon,2022,28
2022-07-17,2468,Folitrax 25 Tablet,Dermatological,26,116.93,3040.18,Sunday,True,7,Monsoon,2022,28
2022-07-17,11715,Zelgra 180 Tablet,Antihistamine,33,350.11,11553.63,Sunday,True,7,Monsoon,2022,28
2022-07-17,9486,Simvotin 40 Tablet,Cardiovascular,11,391.35,4304.85,Sunday,True,7,Monsoon,2022,28
2022-07-17,8772,Repace 100 Tablet,Cardiovascular,1,339.8,339.8,Sunday,True,7,Monsoon,2022,28
2022-07-17,11240,Wikoryl 325 Tablet DT,Respiratory,7,466.82,3267.74,Sunday,True,7,Monsoon,2022,28
2022-07-17,1506,Domways 10mg Oral Drops,Gastrointestinal,24,195.89,4701.36,Sunday,True,7,Monsoon,2022,28
2022-07-17,5904,Merislon 6 Tablet,Other,11,45.2,497.2,Sunday,True,7,Monsoon,2022,28
2022-07-17,2197,Eglucent Rapid 100IU/ml Kwikpen,Antidiabetic,22,154.35,3395.7,Sunday,True,7,Monsoon,2022,28
2022-07-17,6873,Odimont-AL Tablet,Respiratory,17,308.81,5249.77,Sunday,True,7,Monsoon,2022,28
2022-07-17,276,Amlong 2.5 Tablet,Analgesic,13,284.21,3694.73,Sunday,True,7,Monsoon,2022,28
2022-07-17,10841,Veloz 20 Tablet,Respiratory,10,112.31,1123.1,Sunday,True,7,Monsoon,2022,28
2022-07-17,2475,Flavedon 20 Tablet,Analgesic,2,463.87,927.74,Sunday,True,7,Monsoon,2022,28
2022-07-17,5906,Macfast 125 Oral Suspension,Analgesic,27,159.59,4308.93,Sunday,True,7,Monsoon,2022,28
2022-07-17,8862,Rebeat 2.5mg Tablet,Cardiovascular,21,355.24,7460.04,Sunday,True,7,Monsoon,2022,28
2022-07-17,8476,Recofast Syrup,Respiratory,32,285.92,9149.44,Sunday,True,7,Monsoon,2022,28
2022-07-17,669,Aim7 60 XR Tablet,Antidiabetic,10,445.9,4459.0,Sunday,True,7,Monsoon,2022,28
2022-07-17,1702,D3K Softgel Capsule,Supplement,2,276.27,552.54,Sunday,True,7,Monsoon,2022,28
