Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season_x,Year,Week_of_Year,Temperature_Min,Temperature_Max,Temperature_Avg,Humidity,Rainfall,Season_y,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Avg_7,Rolling_Avg_14,Rolling_Avg_30,Growth_Rate_7
2024-08-24,2418,Flacort 6mg Tablet,Anti-inflammatory,10,392.62,3926.2,Saturday,True,8,Monsoon,2024,34,27.7,31.4,29.6,76.0,0.0,Monsoon,32.0,8.0,25.0,15.142857142857142,16.0,12.933333333333334,-0.6666666666666666
2024-09-03,2418,Flacort 6mg Tablet,Anti-inflammatory,20,392.62,7852.4,Tuesday,False,9,Monsoon,2024,36,26.9,28.2,27.5,92.7,0.0,Monsoon,19.0,25.0,18.0,15.285714285714286,15.642857142857142,13.0,0.05
2024-09-16,2418,Flacort 6mg Tablet,Anti-inflammatory,33,392.62,12956.46,Monday,False,9,Monsoon,2024,38,22.5,32.9,27.7,79.9,25.1,Monsoon,14.0,15.0,3.0,18.0,16.928571428571427,14.0,1.2666666666666666
2024-09-30,2418,Flacort 6mg Tablet,Anti-inflammatory,2,392.62,785.24,Monday,False,9,Monsoon,2024,40,25.3,33.5,29.4,73.6,131.0,Monsoon,15.0,13.0,10.0,16.142857142857142,16.142857142857142,13.733333333333333,-0.8125
2024-10-14,2418,Flacort 6mg Tablet,Anti-inflammatory,12,392.62,4711.44,Monday,False,10,Spring,2024,42,24.5,32.4,28.4,70.8,0.0,Spring,20.0,19.0,17.0,15.0,15.642857142857142,13.566666666666666,-0.38095238095238093
2024-10-25,2418,Flacort 6mg Tablet,Anti-inflammatory,24,392.62,9422.88,Friday,False,10,Spring,2024,43,21.4,28.9,25.1,55.4,0.0,Spring,20.0,13.0,7.0,15.571428571428571,16.428571428571427,14.133333333333333,0.19047619047619047
2024-11-17,2418,Flacort 6mg Tablet,Anti-inflammatory,14,392.62,5496.68,Sunday,True,11,Spring,2024,46,23.6,33.2,28.4,56.5,14.3,Spring,8.0,1.0,3.0,16.428571428571427,17.357142857142858,14.5,0.6666666666666666
2024-11-25,2418,Flacort 6mg Tablet,Anti-inflammatory,8,392.62,3140.96,Monday,False,11,Spring,2024,48,18.9,29.3,24.1,69.9,0.0,Spring,10.0,32.0,10.0,16.142857142857142,15.642857142857142,14.433333333333334,-0.18181818181818182
2024-11-30,2418,Flacort 6mg Tablet,Anti-inflammatory,18,392.62,7067.16,Saturday,True,11,Spring,2024,48,22.5,32.7,27.6,71.3,0.0,Spring,20.0,19.0,14.0,15.857142857142858,15.571428571428571,14.566666666666666,-0.09523809523809523
2024-12-03,2418,Flacort 6mg Tablet,Anti-inflammatory,28,392.62,10993.36,Tuesday,False,12,Winter,2024,49,17.5,24.3,20.9,60.5,0.0,Winter,33.0,14.0,5.0,15.142857142857142,16.571428571428573,15.333333333333334,-0.14705882352941177
2024-12-23,2418,Flacort 6mg Tablet,Anti-inflammatory,3,392.62,1177.86,Monday,False,12,Winter,2024,52,14.6,25.5,20.1,67.5,0.0,Winter,2.0,15.0,23.0,15.285714285714286,15.714285714285714,14.666666666666666,0.3333333333333333
2023-05-31,2464,Fabiflu 400 Tablet,Antiviral,23,429.7,9883.1,Wednesday,False,5,Summer,2023,22,28.0,44.7,36.3,38.5,0.0,Summer,3.0,18.0,20.0,16.714285714285715,16.142857142857142,15.066666666666666,5.0
2023-06-10,2464,Fabiflu 400 Tablet,Antiviral,14,429.7,6015.8,Saturday,True,6,Monsoon,2023,23,27.8,32.7,30.2,72.2,54.9,Monsoon,14.0,19.0,21.0,16.714285714285715,15.785714285714286,14.833333333333334,0.0
2023-06-24,2464,Fabiflu 400 Tablet,Antiviral,18,429.7,7734.6,Saturday,True,6,Monsoon,2023,25,24.2,33.7,29.0,74.3,12.5,Monsoon,15.0,26.0,6.0,17.142857142857142,15.214285714285714,15.233333333333333,0.1875
2023-07-19,2464,Fabiflu 400 Tablet,Antiviral,9,429.7,3867.3,Wednesday,False,7,Monsoon,2023,29,27.0,34.2,30.6,82.0,0.0,Monsoon,15.0,13.0,5.0,16.285714285714285,14.928571428571429,15.366666666666667,-0.375
2023-10-23,2464,Fabiflu 400 Tablet,Antiviral,26,429.7,11172.2,Monday,False,10,Spring,2023,43,23.3,30.0,26.6,65.3,0.0,Spring,2.0,10.0,20.0,19.714285714285715,16.071428571428573,15.566666666666666,8.0
2023-10-29,2464,Fabiflu 400 Tablet,Antiviral,8,429.7,3437.6,Sunday,True,10,Spring,2023,43,21.7,29.3,25.5,62.3,0.0,Spring,14.0,21.0,8.0,18.857142857142858,15.142857142857142,15.566666666666666,-0.4
2023-11-06,2464,Fabiflu 400 Tablet,Antiviral,17,429.7,7304.9,Monday,False,11,Spring,2023,45,21.2,31.8,26.5,69.1,0.0,Spring,34.0,17.0,3.0,16.428571428571427,15.142857142857142,16.033333333333335,-0.4857142857142857
2023-11-07,2464,Fabiflu 400 Tablet,Antiviral,35,429.7,15039.5,Tuesday,False,11,Spring,2023,45,19.6,31.0,25.3,62.9,0.0,Spring,23.0,3.0,22.0,18.142857142857142,17.428571428571427,16.466666666666665,0.5
2023-11-23,2464,Fabiflu 400 Tablet,Antiviral,1,429.7,429.7,Thursday,False,11,Spring,2023,47,19.0,30.4,24.7,70.8,0.0,Spring,14.0,14.0,16.0,16.285714285714285,16.5,15.966666666666667,-0.8666666666666667
2023-12-08,2464,Fabiflu 400 Tablet,Antiviral,5,429.7,2148.5,Friday,False,12,Winter,2023,49,13.0,24.2,18.6,70.0,0.4,Winter,18.0,15.0,10.0,14.428571428571429,15.785714285714286,15.8,-0.6842105263157895
2023-12-11,2464,Fabiflu 400 Tablet,Antiviral,9,429.7,3867.3,Monday,False,12,Winter,2023,50,13.8,27.1,20.5,65.4,0.0,Winter,9.0,15.0,17.0,14.428571428571429,15.357142857142858,15.533333333333333,0.0
2023-12-16,2464,Fabiflu 400 Tablet,Antiviral,9,429.7,3867.3,Saturday,True,12,Winter,2023,50,17.8,28.7,23.3,52.2,0.0,Winter,26.0,2.0,20.0,12.0,15.857142857142858,15.166666666666666,-0.6296296296296297
2024-01-09,2464,Fabiflu 400 Tablet,Antiviral,26,429.7,11172.2,Tuesday,False,1,Winter,2024,2,16.7,26.9,21.8,52.6,0.0,Winter,8.0,14.0,16.0,14.571428571428571,16.714285714285715,15.5,2.0
2024-01-13,2464,Fabiflu 400 Tablet,Antiviral,18,429.7,7734.6,Saturday,True,1,Winter,2024,2,12.0,30.0,21.0,59.3,0.0,Winter,17.0,34.0,9.0,14.714285714285714,15.571428571428571,15.8,0.05555555555555555
2024-01-18,2464,Fabiflu 400 Tablet,Antiviral,30,429.7,12891.0,Thursday,False,1,Winter,2024,3,14.9,23.7,19.3,62.3,0.0,Winter,35.0,23.0,21.0,14.0,16.071428571428573,16.1,-0.1388888888888889
2024-01-24,2464,Fabiflu 400 Tablet,Antiviral,13,429.7,5586.1,Wednesday,False,1,Winter,2024,4,12.4,22.2,17.3,53.5,0.0,Winter,1.0,14.0,14.0,15.714285714285714,16.0,16.066666666666666,6.0
2024-02-01,2464,Fabiflu 400 Tablet,Antiviral,24,429.7,10312.8,Thursday,False,2,Winter,2024,5,17.8,23.5,20.6,67.4,0.0,Winter,5.0,18.0,18.0,18.428571428571427,16.428571428571427,16.266666666666666,3.1666666666666665
2024-02-22,2464,Fabiflu 400 Tablet,Antiviral,17,429.7,7304.9,Thursday,False,2,Winter,2024,8,11.7,28.9,20.3,67.1,0.0,Winter,9.0,9.0,19.0,19.571428571428573,17.0,16.2,0.8
2024-04-19,2464,Fabiflu 400 Tablet,Antiviral,6,429.7,2578.2,Friday,False,4,Summer,2024,16,26.2,39.0,32.6,44.7,0.0,Summer,9.0,26.0,26.0,19.142857142857142,15.571428571428571,15.533333333333333,-0.3
2024-04-22,2464,Fabiflu 400 Tablet,Antiviral,4,429.7,1718.8,Monday,False,4,Summer,2024,17,31.8,38.6,35.2,36.1,4.6,Summer,26.0,8.0,13.0,16.0,15.285714285714286,15.233333333333333,-0.8148148148148148
2024-04-29,2464,Fabiflu 400 Tablet,Antiviral,24,429.7,10312.8,Monday,False,4,Summer,2024,18,28.1,40.5,34.3,33.9,0.0,Summer,18.0,17.0,10.0,16.857142857142858,15.785714285714286,15.7,0.3157894736842105
2024-05-07,2464,Fabiflu 400 Tablet,Antiviral,20,429.7,8594.0,Tuesday,False,5,Summer,2024,19,28.0,37.6,32.8,36.9,0.0,Summer,30.0,35.0,21.0,15.428571428571429,14.714285714285714,15.666666666666666,-0.3225806451612903
2024-05-12,2464,Fabiflu 400 Tablet,Antiviral,5,429.7,2148.5,Sunday,True,5,Summer,2024,19,27.2,44.1,35.6,44.9,0.0,Summer,13.0,1.0,17.0,14.285714285714286,15.0,15.266666666666667,-0.5714285714285714
2024-05-31,2464,Fabiflu 400 Tablet,Antiviral,24,429.7,10312.8,Friday,False,5,Summer,2024,22,26.4,35.3,30.8,39.8,0.0,Summer,24.0,5.0,3.0,14.285714285714286,16.357142857142858,15.966666666666667,0.0
2024-07-07,2464,Fabiflu 400 Tablet,Antiviral,17,429.7,7304.9,Sunday,True,7,Monsoon,2024,27,22.1,28.8,25.5,76.3,0.0,Monsoon,17.0,9.0,14.0,14.285714285714286,16.928571428571427,16.066666666666666,0.0
2024-07-14,2464,Fabiflu 400 Tablet,Antiviral,22,429.7,9453.4,Sunday,True,7,Monsoon,2024,28,24.1,32.9,28.5,83.9,0.0,Monsoon,6.0,9.0,15.0,16.571428571428573,17.857142857142858,16.3,2.2857142857142856
2024-07-15,2464,Fabiflu 400 Tablet,Antiviral,27,429.7,11601.9,Monday,False,7,Monsoon,2024,29,22.5,28.6,25.5,92.4,0.0,Monsoon,4.0,26.0,15.0,19.857142857142858,17.928571428571427,16.7,4.6
2024-09-10,2464,Fabiflu 400 Tablet,Antiviral,21,429.7,9023.7,Tuesday,False,9,Monsoon,2024,37,23.2,32.5,27.8,72.6,36.3,Monsoon,24.0,18.0,2.0,19.428571428571427,18.142857142857142,17.333333333333332,-0.12
2024-10-04,2464,Fabiflu 400 Tablet,Antiviral,26,429.7,11172.2,Friday,False,10,Spring,2024,40,21.1,28.7,24.9,62.7,0.0,Spring,20.0,30.0,14.0,20.285714285714285,17.857142857142858,17.733333333333334,0.2857142857142857
2024-10-25,2464,Fabiflu 400 Tablet,Antiviral,6,429.7,2578.2,Friday,False,10,Spring,2024,43,21.4,28.9,25.1,55.4,0.0,Spring,5.0,13.0,34.0,20.428571428571427,17.357142857142858,16.8,0.16666666666666666
2024-10-31,2464,Fabiflu 400 Tablet,Antiviral,15,429.7,6445.5,Thursday,False,10,Spring,2024,44,22.7,33.0,27.8,61.8,0.0,Spring,24.0,24.0,23.0,19.142857142857142,16.714285714285715,16.533333333333335,-0.36
2024-11-05,2464,Fabiflu 400 Tablet,Antiviral,7,429.7,3007.9,Tuesday,False,11,Spring,2024,45,23.4,32.2,27.8,74.9,0.0,Spring,17.0,17.0,14.0,17.714285714285715,16.0,16.3,-0.5555555555555556
2024-11-14,2464,Fabiflu 400 Tablet,Antiviral,25,429.7,10742.5,Thursday,False,11,Spring,2024,46,18.7,34.8,26.7,71.2,0.0,Spring,22.0,6.0,18.0,18.142857142857142,17.357142857142858,16.533333333333335,0.13043478260869565
2024-11-19,2464,Fabiflu 400 Tablet,Antiviral,5,429.7,2148.5,Tuesday,False,11,Spring,2024,47,24.2,31.8,28.0,67.9,0.0,Spring,27.0,4.0,9.0,15.0,17.428571428571427,16.4,-0.7857142857142857
2024-11-28,2464,Fabiflu 400 Tablet,Antiviral,27,429.7,11601.9,Thursday,False,11,Spring,2024,48,24.9,34.9,29.9,68.5,0.0,Spring,21.0,24.0,26.0,15.857142857142858,17.642857142857142,16.433333333333334,0.2727272727272727
2024-12-09,2464,Fabiflu 400 Tablet,Antiviral,13,429.7,5586.1,Monday,False,12,Winter,2024,50,15.3,24.2,19.8,51.5,0.0,Winter,26.0,20.0,8.0,14.0,17.142857142857142,16.6,-0.48148148148148145
2024-12-13,2464,Fabiflu 400 Tablet,Antiviral,18,429.7,7734.6,Friday,False,12,Winter,2024,50,12.3,29.4,20.9,63.4,0.0,Winter,6.0,5.0,17.0,15.714285714285714,18.071428571428573,16.633333333333333,1.7142857142857142
2023-05-11,2468,Folitrax 25 Tablet,Dermatological,23,116.93,2689.39,Thursday,False,5,Summer,2023,19,26.7,37.5,32.1,37.6,0.0,Summer,8.0,4.0,6.0,20.0,13.571428571428571,17.533333333333335,1.6666666666666667
2023-06-02,2468,Folitrax 25 Tablet,Dermatological,21,116.93,2455.53,Friday,False,6,Monsoon,2023,22,22.9,30.9,26.9,86.8,34.4,Monsoon,11.0,9.0,8.0,21.428571428571427,14.428571428571429,17.966666666666665,0.8333333333333334
2023-09-09,2468,Folitrax 25 Tablet,Dermatological,23,116.93,2689.39,Saturday,True,9,Monsoon,2023,36,24.2,28.5,26.4,76.3,50.6,Monsoon,23.0,6.0,23.0,21.428571428571427,15.642857142857142,17.966666666666665,0.0
2023-10-02,2468,Folitrax 25 Tablet,Dermatological,5,116.93,584.65,Monday,False,10,Spring,2023,40,24.8,30.0,27.4,64.3,0.0,Spring,22.0,17.0,17.0,19.0,14.785714285714286,17.566666666666666,-0.7391304347826086
2023-10-09,2468,Folitrax 25 Tablet,Dermatological,20,116.93,2338.6,Monday,False,10,Spring,2023,41,20.3,31.3,25.8,68.1,0.0,Spring,37.0,1.0,27.0,16.571428571428573,16.142857142857142,17.333333333333332,-0.4473684210526316
2023-11-16,2468,Folitrax 25 Tablet,Dermatological,28,116.93,3274.04,Thursday,False,11,Spring,2023,46,24.1,33.7,28.9,73.3,0.0,Spring,10.0,1.0,20.0,19.142857142857142,18.071428571428573,17.6,1.6363636363636365
2023-11-24,2468,Folitrax 25 Tablet,Dermatological,4,116.93,467.72,Friday,False,11,Spring,2023,47,21.0,30.1,25.6,63.0,0.0,Spring,14.0,8.0,28.0,17.714285714285715,17.785714285714285,16.8,-0.6666666666666666
2023-12-11,2468,Folitrax 25 Tablet,Dermatological,3,116.93,350.79,Monday,False,12,Winter,2023,50,13.8,27.1,20.5,65.4,0.0,Winter,23.0,8.0,29.0,14.857142857142858,17.428571428571427,15.933333333333334,-0.8333333333333334
2023-12-27,2468,Folitrax 25 Tablet,Dermatological,17,116.93,1987.81,Wednesday,False,12,Winter,2023,52,10.5,27.2,18.8,66.1,2.2,Winter,21.0,11.0,26.0,14.285714285714286,17.857142857142858,15.633333333333333,-0.18181818181818182
2024-01-01,2468,Folitrax 25 Tablet,Dermatological,16,116.93,1870.88,Monday,False,1,Winter,2024,1,11.2,23.9,17.5,55.8,0.8,Winter,23.0,23.0,15.0,13.285714285714286,17.357142857142858,15.666666666666666,-0.2916666666666667
2024-01-15,2468,Folitrax 25 Tablet,Dermatological,14,116.93,1637.02,Monday,False,1,Winter,2024,3,16.6,24.1,20.3,69.5,0.0,Winter,5.0,22.0,26.0,14.571428571428571,16.785714285714285,15.266666666666667,1.5
2024-01-30,2468,Folitrax 25 Tablet,Dermatological,19,116.93,2221.67,Tuesday,False,1,Winter,2024,5,15.0,26.2,20.6,67.0,0.0,Winter,20.0,37.0,31.0,14.428571428571429,15.5,14.866666666666667,-0.047619047619047616
2024-02-13,2468,Folitrax 25 Tablet,Dermatological,21,116.93,2455.53,Tuesday,False,2,Winter,2024,7,16.2,22.7,19.5,57.2,0.0,Winter,28.0,10.0,18.0,13.428571428571429,16.285714285714285,14.966666666666667,-0.2413793103448276
2024-02-19,2468,Folitrax 25 Tablet,Dermatological,19,116.93,2221.67,Monday,False,2,Winter,2024,8,15.5,25.8,20.6,54.9,0.0,Winter,4.0,14.0,15.0,15.571428571428571,16.642857142857142,15.1,3.0
2024-02-21,2468,Folitrax 25 Tablet,Dermatological,25,116.93,2923.25,Wednesday,False,2,Winter,2024,8,13.9,25.0,19.4,63.4,0.0,Winter,3.0,23.0,14.0,18.714285714285715,16.785714285714285,15.466666666666667,5.5
2024-02-22,2468,Folitrax 25 Tablet,Dermatological,20,116.93,2338.6,Thursday,False,2,Winter,2024,8,11.7,28.9,20.3,67.1,0.0,Winter,17.0,21.0,35.0,19.142857142857142,16.714285714285715,14.966666666666667,0.16666666666666666
2024-05-09,2468,Folitrax 25 Tablet,Dermatological,35,116.93,4092.55,Thursday,False,5,Summer,2024,19,31.2,39.7,35.5,35.4,0.0,Summer,16.0,23.0,4.0,21.857142857142858,17.571428571428573,16.0,1.1176470588235294
2024-05-30,2468,Folitrax 25 Tablet,Dermatological,39,116.93,4560.27,Thursday,False,5,Summer,2024,22,32.0,39.1,35.6,49.4,7.1,Summer,14.0,5.0,9.0,25.428571428571427,20.0,17.0,1.6666666666666667
2024-06-29,2468,Folitrax 25 Tablet,Dermatological,12,116.93,1403.16,Saturday,True,6,Monsoon,2024,26,26.2,33.7,29.9,87.5,138.0,Monsoon,19.0,20.0,6.0,24.428571428571427,19.428571428571427,17.2,-0.35
2024-07-30,2468,Folitrax 25 Tablet,Dermatological,42,116.93,4911.06,Tuesday,False,7,Monsoon,2024,31,23.7,29.7,26.7,78.3,146.0,Monsoon,21.0,28.0,17.0,27.428571428571427,20.428571428571427,18.033333333333335,0.9545454545454546
2024-08-01,2468,Folitrax 25 Tablet,Dermatological,25,116.93,2923.25,Thursday,False,8,Monsoon,2024,31,26.5,33.3,29.9,78.9,37.7,Monsoon,19.0,4.0,1.0,28.285714285714285,21.928571428571427,18.833333333333332,0.3
2024-08-14,2468,Folitrax 25 Tablet,Dermatological,14,116.93,1637.02,Wednesday,False,8,Monsoon,2024,33,22.7,30.9,26.8,94.3,0.0,Monsoon,25.0,3.0,1.0,26.714285714285715,22.714285714285715,19.266666666666666,-0.4230769230769231
2024-08-21,2468,Folitrax 25 Tablet,Dermatological,7,116.93,818.51,Wednesday,False,8,Monsoon,2024,34,24.9,31.0,28.0,92.3,0.0,Monsoon,20.0,17.0,8.0,24.857142857142858,22.0,19.233333333333334,-0.6190476190476191
2024-09-05,2468,Folitrax 25 Tablet,Dermatological,26,116.93,3040.18,Thursday,False,9,Monsoon,2024,36,22.3,34.9,28.6,86.0,0.0,Monsoon,35.0,16.0,8.0,23.571428571428573,22.714285714285715,19.833333333333332,-0.25
2024-09-12,2468,Folitrax 25 Tablet,Dermatological,19,116.93,2221.67,Thursday,False,9,Monsoon,2024,37,27.3,30.9,29.1,90.2,135.2,Monsoon,39.0,14.0,11.0,20.714285714285715,23.071428571428573,20.1,-0.5
2024-10-18,2468,Folitrax 25 Tablet,Dermatological,21,116.93,2455.53,Friday,False,10,Spring,2024,42,24.2,31.6,27.9,70.0,0.0,Spring,12.0,19.0,23.0,22.0,23.214285714285715,20.033333333333335,0.6923076923076923
2024-10-28,2468,Folitrax 25 Tablet,Dermatological,7,116.93,818.51,Monday,False,10,Spring,2024,44,22.9,29.2,26.1,63.0,0.0,Spring,42.0,21.0,22.0,17.0,22.214285714285715,19.533333333333335,-0.813953488372093
2024-11-15,2468,Folitrax 25 Tablet,Dermatological,18,116.93,2104.74,Friday,False,11,Spring,2024,46,18.6,34.5,26.5,61.9,0.0,Spring,25.0,19.0,37.0,16.0,22.142857142857142,18.9,-0.2692307692307692
2024-11-18,2468,Folitrax 25 Tablet,Dermatological,11,116.93,1286.23,Monday,False,11,Spring,2024,47,23.5,34.1,28.8,56.6,0.0,Spring,14.0,25.0,10.0,15.571428571428571,21.142857142857142,18.933333333333334,-0.2
2024-12-13,2468,Folitrax 25 Tablet,Dermatological,20,116.93,2338.6,Friday,False,12,Winter,2024,50,12.3,29.4,20.9,63.4,0.0,Winter,7.0,20.0,14.0,17.428571428571427,21.142857142857142,19.133333333333333,1.625
2024-12-25,2468,Folitrax 25 Tablet,Dermatological,6,116.93,701.58,Wednesday,False,12,Winter,2024,52,17.6,22.8,20.2,67.9,0.0,Winter,26.0,35.0,23.0,14.571428571428571,19.071428571428573,18.566666666666666,-0.7407407407407407
2024-12-28,2468,Folitrax 25 Tablet,Dermatological,1,116.93,116.93,Saturday,True,12,Winter,2024,52,12.1,23.1,17.6,60.3,0.0,Winter,19.0,39.0,21.0,12.0,16.357142857142858,17.9,-0.9
2024-12-31,2468,Folitrax 25 Tablet,Dermatological,18,116.93,2104.74,Tuesday,False,12,Winter,2024,1,15.7,28.1,21.9,62.8,0.0,Winter,21.0,12.0,23.0,11.571428571428571,16.785714285714285,17.733333333333334,-0.13636363636363635
2023-02-22,2527,Flutivate 0.005% Ointment,Dermatological,28,425.2,11905.6,Wednesday,False,2,Winter,2023,8,12.9,24.8,18.9,59.3,0.0,Winter,5.0,2.0,20.0,23.571428571428573,21.071428571428573,19.0,3.8333333333333335
2023-03-07,2527,Flutivate 0.005% Ointment,Dermatological,23,425.2,9779.6,Tuesday,False,3,Summer,2023,10,25.5,35.8,30.6,31.4,0.0,Summer,29.0,17.0,9.0,22.714285714285715,21.5,19.466666666666665,-0.2
2023-04-27,2527,Flutivate 0.005% Ointment,Dermatological,47,425.2,19984.4,Thursday,False,4,Summer,2023,17,26.9,42.4,34.6,41.7,0.0,Summer,30.0,35.0,10.0,25.142857142857142,22.357142857142858,20.7,0.5483870967741935
2023-05-18,2527,Flutivate 0.005% Ointment,Dermatological,14,425.2,5952.8,Thursday,False,5,Summer,2023,20,27.3,36.5,31.9,32.4,0.0,Summer,29.0,24.0,11.0,23.0,21.642857142857142,20.8,-0.5
2023-05-27,2527,Flutivate 0.005% Ointment,Dermatological,14,425.2,5952.8,Saturday,True,5,Summer,2023,21,31.4,44.8,38.1,32.8,0.0,Summer,15.0,9.0,31.0,22.857142857142858,22.0,20.233333333333334,-0.0625
2023-06-19,2527,Flutivate 0.005% Ointment,Dermatological,29,425.2,12330.8,Monday,False,6,Monsoon,2023,25,24.1,34.9,29.5,85.7,81.6,Monsoon,10.0,24.0,40.0,25.571428571428573,22.357142857142858,19.866666666666667,1.7272727272727273
2023-07-01,2527,Flutivate 0.005% Ointment,Dermatological,17,425.2,7228.4,Saturday,True,7,Monsoon,2023,26,25.8,34.9,30.3,88.6,52.0,Monsoon,24.0,16.0,28.0,24.571428571428573,22.428571428571427,19.5,-0.28
2023-07-22,2527,Flutivate 0.005% Ointment,Dermatological,27,425.2,11480.4,Saturday,True,7,Monsoon,2023,29,24.0,30.7,27.3,86.4,20.1,Monsoon,28.0,5.0,10.0,24.428571428571427,24.0,20.066666666666666,-0.034482758620689655
2023-08-12,2527,Flutivate 0.005% Ointment,Dermatological,8,425.2,3401.6,Saturday,True,8,Monsoon,2023,32,25.5,31.4,28.4,93.1,79.7,Monsoon,23.0,29.0,19.0,22.285714285714285,22.5,19.7,-0.625
2023-08-15,2527,Flutivate 0.005% Ointment,Dermatological,32,425.2,13606.4,Tuesday,False,8,Monsoon,2023,33,24.2,28.5,26.3,77.4,80.6,Monsoon,47.0,30.0,22.0,20.142857142857142,22.642857142857142,20.033333333333335,-0.3125
2023-08-17,2527,Flutivate 0.005% Ointment,Dermatological,35,425.2,14882.0,Thursday,False,8,Monsoon,2023,33,25.1,30.2,27.6,70.1,123.6,Monsoon,14.0,29.0,6.0,23.142857142857142,23.071428571428573,21.0,1.4
2023-08-29,2527,Flutivate 0.005% Ointment,Dermatological,16,425.2,6803.2,Tuesday,False,8,Monsoon,2023,35,25.1,29.3,27.2,81.0,112.7,Monsoon,14.0,15.0,13.0,23.428571428571427,23.142857142857142,21.1,0.13333333333333333
2023-09-05,2527,Flutivate 0.005% Ointment,Dermatological,16,425.2,6803.2,Tuesday,False,9,Monsoon,2023,36,25.9,32.9,29.4,76.6,115.2,Monsoon,29.0,10.0,5.0,21.571428571428573,23.571428571428573,21.466666666666665,-0.43333333333333335
2023-09-16,2527,Flutivate 0.005% Ointment,Dermatological,28,425.2,11905.6,Saturday,True,9,Monsoon,2023,37,25.4,30.0,27.7,94.7,137.2,Monsoon,17.0,24.0,29.0,23.142857142857142,23.857142857142858,21.433333333333334,0.6111111111111112
2023-10-18,2527,Flutivate 0.005% Ointment,Dermatological,10,425.2,4252.0,Wednesday,False,10,Spring,2023,42,21.2,33.2,27.2,73.2,16.7,Spring,27.0,28.0,24.0,20.714285714285715,22.571428571428573,20.966666666666665,-0.6071428571428571
2023-10-27,2527,Flutivate 0.005% Ointment,Dermatological,27,425.2,11480.4,Friday,False,10,Spring,2023,43,21.0,34.6,27.8,55.3,0.0,Spring,8.0,23.0,16.0,23.428571428571427,22.857142857142858,21.333333333333332,2.111111111111111
2023-10-28,2527,Flutivate 0.005% Ointment,Dermatological,13,425.2,5527.6,Saturday,True,10,Spring,2023,43,21.2,32.7,26.9,63.9,0.0,Spring,32.0,47.0,2.0,20.714285714285715,20.428571428571427,21.7,-0.5757575757575758
2023-12-27,2527,Flutivate 0.005% Ointment,Dermatological,10,425.2,4252.0,Wednesday,False,12,Winter,2023,52,10.5,27.2,18.8,66.1,2.2,Winter,35.0,14.0,17.0,17.142857142857142,20.142857142857142,21.466666666666665,-0.6944444444444444
2024-01-01,2527,Flutivate 0.005% Ointment,Dermatological,2,425.2,850.4,Monday,False,1,Winter,2024,1,11.2,23.9,17.5,55.8,0.8,Winter,16.0,14.0,35.0,15.142857142857142,19.285714285714285,20.366666666666667,-0.8235294117647058
2024-01-06,2527,Flutivate 0.005% Ointment,Dermatological,9,425.2,3826.8,Saturday,True,1,Winter,2024,1,10.0,22.5,16.3,66.3,0.0,Winter,16.0,29.0,24.0,14.142857142857142,17.857142857142858,19.866666666666667,-0.4117647058823529
2024-01-13,2527,Flutivate 0.005% Ointment,Dermatological,13,425.2,5527.6,Saturday,True,1,Winter,2024,2,12.0,30.0,21.0,59.3,0.0,Winter,28.0,17.0,9.0,12.0,17.571428571428573,20.0,-0.5172413793103449
2024-01-24,2527,Flutivate 0.005% Ointment,Dermatological,12,425.2,5102.4,Wednesday,False,1,Winter,2024,4,12.4,22.2,17.3,53.5,0.0,Winter,10.0,27.0,24.0,12.285714285714286,16.5,19.6,0.18181818181818182
2024-03-03,2527,Flutivate 0.005% Ointment,Dermatological,31,425.2,13181.2,Sunday,True,3,Summer,2024,9,30.8,38.5,34.6,46.4,0.0,Summer,27.0,8.0,16.0,12.857142857142858,18.142857142857142,20.1,0.14285714285714285
2024-04-28,2527,Flutivate 0.005% Ointment,Dermatological,11,425.2,4677.2,Sunday,True,4,Summer,2024,17,27.7,43.1,35.4,42.5,0.0,Summer,13.0,32.0,5.0,12.571428571428571,16.642857142857142,20.3,-0.14285714285714285
2024-05-01,2527,Flutivate 0.005% Ointment,Dermatological,37,425.2,15732.4,Wednesday,False,5,Summer,2024,18,29.2,35.9,32.5,32.6,0.0,Summer,10.0,35.0,29.0,16.428571428571427,16.785714285714285,20.566666666666666,2.4545454545454546
2024-05-16,2527,Flutivate 0.005% Ointment,Dermatological,31,425.2,13181.2,Thursday,False,5,Summer,2024,20,27.5,36.5,32.0,49.0,0.0,Summer,2.0,16.0,30.0,20.571428571428573,17.857142857142858,20.6,9.666666666666666
2024-05-29,2527,Flutivate 0.005% Ointment,Dermatological,28,425.2,11905.6,Wednesday,False,5,Summer,2024,22,31.1,44.0,37.6,31.4,0.0,Summer,9.0,16.0,29.0,23.285714285714285,18.714285714285715,20.566666666666666,1.9
2024-06-10,2527,Flutivate 0.005% Ointment,Dermatological,27,425.2,11480.4,Monday,False,6,Monsoon,2024,24,25.9,30.6,28.3,84.4,120.0,Monsoon,13.0,28.0,15.0,25.285714285714285,18.642857142857142,20.966666666666665,1.0
